x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax
18.891543422510217,58.07389554132277,2.33280525207519,2.59963912963867,11.4124999046326,12.3350096702576,20.3856954574585,20.9225006103516,0,1.4,0,50.5,51.5,32,31
1.074929142790039,-29.316143529889185,19.9476940155029,20.0616382598877,27.7417001724243,27.8216997146606,27.31569480896,27.6238033294678,15,17.4,1,-3,-3,11,10.5
-40.9053770137645,18.938664794071325,10.2266702651978,10.2266702651978,9.03332996368408,9.03332996368408,11.0672197341919,11.0672197341919,4,4,0,6,6,52.5,52.5
63.758021857013375,-30.189081306578977,14.9006948471069,15.772500038147,21.1374998092651,21.6541996002197,19.2727794647217,19.2727794647217,1,1,0,19,21,-20.5,-24
8.69013842900849,-19.520048985546428,19.9115533828735,20.4582473754883,28.2875003814697,28.640860748291,28.7918100357056,29.1022800445557,5.5,18.8,1,4,6,12.5,10.5
74.33675581469663,7.120859399663961,24.5422191619873,25.1841697692871,24.3083000183105,25.8582992553711,26.2000007629395,26.8491706848145,16,39,0,44.5,49.5,-14.5,-19.5
54.449873656568094,61.424931372864826,19.3062465667725,20.4438320159912,26.404200553894,26.9832992553711,24.7933292388916,24.7933292388916,0,1,1,67.5,71,28,24
67.20171985716308,116.58145866742511,22.9036102294922,23.9247207641602,23.5,25.2250003814697,28.1977806091309,28.8663902282715,47,77,1,98.5,99.5,19.5,17.5
-70.83799485721032,41.48127412936497,9.08669481277466,9.13019437789917,6.97917008399963,7.220831823349,9.8827781677246,9.8827781677246,55,68.6,0,12.5,13.5,57,56.5
-38.443495881725795,-24.539057774108766,13.3166704177856,13.3166704177856,15.3667001724243,15.3667001724243,16.9088897705078,16.9088897705078,0,0,0,-16.5,-16.5,32.5,32.5
-105.62266974577177,-112.93303149915262,25.4172775268555,25.6251667022705,25.4582996368408,25.8266593933105,29.3066692352295,29.7508327484131,81,85.8,1,-77.5,-76,-1.5,-2.5
-103.32655027705535,-98.3603706067308,30.266499710083,30.5394416809082,26.4416999816895,26.9200199127197,30.7158298492432,31.1341705322266,83,88,0,-73,-56.5,1.5,-10
14.545990337938557,113.7824525533422,6.75144462585449,7.48822240829468,7.13332986831665,12.0800201416016,8.93444442749023,9.64977836608884,0,2,0,74,96.5,48.5,34.5
42.052302993250834,6.502820475926918,18.9389991760254,19.0860038757324,23.4249992370605,23.9566993713379,24.3016700744629,25.5944976806641,16,43,0,33.5,35,2,0.5
-44.74055685521087,17.78794270060987,10.960280418396,11.1413898468018,9.48332977294922,12.1499996185303,13.5980596542358,13.857780456543,25,51,0,7.5,9,46,44
-19.714262348417865,5.953833581978891,9.15955610275268,9.27411165237427,14.1708498001099,14.6075296401978,15.1786098480225,15.4694980621338,1,1.8,0,6,6.5,36,36
-23.43731221645256,37.64341799090632,9.09469442367554,9.14841661453247,7.95833492279053,8.15166683197021,10.7587504386902,10.7593024253845,1,1.8,0,20,20.5,50,50
9.683204642994086,36.7772085623423,12.5274137496948,12.8663576126099,17.216700553894,18.1767004013062,17.5083293914795,17.5083293914795,4.5,7.3,0,36,36,33,32.5
-62.51702240073996,43.68613177675745,9.38655586242676,9.40255584716797,8.51667022705078,8.5983323097229,10.0758304595947,10.2451948165894,55.5,64.1,0,16.5,17.5,52.5,52
-97.625906021297,-105.19714933641676,21.5694976806641,22.5551380157471,22.0416994094849,23.9616996765137,24.3266696929932,26.3183307647705,30,69,0,-87,-80,30.5,25
-86.94315762770329,-0.3293696644320106,6.7975001335144,6.7975001335144,3.40832996368408,3.40832996368408,8.26388931274414,8.26388931274414,22.70145875251509,35.21498993963784,0,-21.5,-21.5,64,64
-94.01864924514064,-83.77596719176076,24.0588291168213,25.14133644104,25.6916999816895,26.0233406066895,30.4252796173096,30.4252796173096,80,86.4,1,-57.5,-54,5,2
-22.164589415359035,34.28710025508398,10.8733898162842,11.0518918991089,10.6667003631592,11.4633003234863,12.7044401168823,12.7269397735596,10,39.2,0,23,24,43.5,43
-40.28558021650977,-9.163701438005345,12.3502798080444,12.3502798080444,16.125,16.125,15.3497200012207,15.3497200012207,27,27,0,-7.5,-7.5,39,39
48.54980304376204,124.69585304817409,21.7759441375732,22.1562755584717,18.4750003814697,21.6783405303955,25.374719619751,25.7242805480957,68,74.2,1,94,95.5,26.5,25.5
-25.496162907527047,39.96412333361014,9.12658433914185,9.13108358383179,7.70416498184204,7.76083002090454,10.2620849609375,10.3532769203186,7,14.7,0,22,22.5,52,51.5
-14.460466000693877,5.753320682469352,10.8641141891479,12.1543302536011,16.8917007446289,20.4682998657227,16.5311107635498,16.625,0,0,0,7.5,8.5,35.5,34
-59.703777690747465,52.871724658518076,10.0805543899536,10.5117780685425,7.40832996368408,10.3133001327515,12.1661100387573,12.3149436950684,62,74,0,23,24,45,44.5
-73.24390481712628,45.63610721268943,9.39266710281372,9.3970004081726,8.58333015441895,8.6741683959961,9.8752784729004,9.8752784729004,68.5,69.7,0,15,16,53,52.5
