x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax
111.65319999478085,6.453525251204145,1.45927798748016,2.96288919448852,-1.57500004768372,5.57332382202148,22.836109161377,23.5069423675537,1,63,0,82,83.5,30,28.5
110.04339792880764,158.04029725817273,11.2047200202942,11.782084941864,19.1583003997803,22.1208000183105,12.2913904190063,12.5647201538086,0,5,0,129.5,141,-26.5,-38
11.316257658416013,42.735375959622615,18.6816692352295,18.6816692352295,20.8416996002197,20.8416996002197,25.4247207641602,25.4247207641602,0,0,0,30.5,30.5,-2.5,-2.5
-116.17177336656705,-27.873310616090656,24.6018056869507,25.0005550384521,26.0166997909546,26.4416494369507,28.6480598449707,28.6480598449707,50,90.5,1,-58.5,-57.5,5.5,4.5
-150.3202520099789,-106.95358536901907,17.2197212219238,18.0424999237061,20.9500007629395,21.8633205413818,21.702220916748,24.143278503418,1,6.4,0,-114.5,-109.5,27.5,23
6.199346250316094,-50.54605006521968,10.5288316726685,10.5924997329712,9.84167003631592,9.90500221252441,11.5086097717285,11.5737241744995,3,36.2,0,2,4,50.5,50
30.969493738013743,3.171471993035484,14.6826433181763,14.7329214096069,21.4166994094849,21.576699256897,17.5083293914795,17.5083293914795,0,0,0,30.5,31,29,29
-114.10209486641702,-99.24141338047146,13.7174408912659,14.1437522888184,14.3541502952576,15.1524698257446,18.0268049240112,18.8906980514526,42.5,76.1,0,-89.5,-82,36,35
142.4779599054998,64.25947677114443,22.1040565490723,22.5906127929687,21.7667007446289,22.6333404541016,28.8688907623291,28.8688907623291,75,79.8,1,108,108.5,14.5,14
13.766885365972836,38.07056860130688,20.0969171524048,20.3807500839233,21.5416498184204,22.0149997711182,24.3016700744629,24.6257814407349,0,18.4,0,31.5,33,-0.5,-1
119.53855833364227,20.34045267139682,6.03444385528564,6.03444385528564,4.56666994094849,4.56666994094849,25.9486103057861,25.9486103057861,55,55,0,90,90,27.5,27.5
7.093949244907303,-20.88539851089772,14.1258296966553,14.1258296966553,17.625,17.625,16.625,16.625,12,12,0,10,10,36.5,36.5
101.32777550926393,83.35420211005282,28.2446681976318,28.4093364715576,26.9125003814697,27.3158603668213,28.9155597686768,28.9155597686768,14,22.8,1,104.5,105,12,12
51.716058706911056,7.992322927832482,12.1987478256226,12.3429159164429,23.7749996185303,23.9799997329712,15.8822202682495,15.8822202682495,0.5,1,0,45,46,32,31.5
-129.99193216855969,-39.686684187467336,23.7630027770996,23.966886138916,25.2332992553711,25.4667003631592,28.1561107635498,28.5097263336182,20,32.6,1,-80.5,-79.5,0,-1.5
-7.474083211692674,20.955025751308792,20.2972503662109,20.3557502746582,26.5458498001099,26.5825296401978,24.53444480896,24.6811122894287,30.5,38.9,0,16,16.5,8.5,8.5
80.07766894289736,35.14368318790896,16.0352764129639,16.9320575714111,25.5916996002197,26.2166996002197,21.5811100006104,24.7933292388916,1,2,1,70,78,29.5,23
9.56877883715772,37.92846579912156,16.6733303070068,16.6733303070068,19.1749992370605,19.1749992370605,25.6177806854248,25.6177806854248,11,11,0,30,30,-2.5,-2.5
-139.86877705771897,32.02616932057646,10.3018869400024,11.5443067550659,13.0166501998901,17.3174694061279,14.3400001525879,15.2997198104858,1,14.9,0,-70,-66.5,-32.5,-37.5
37.39238903722536,-48.592287896281015,10.0365562438965,10.0553321838379,9.875,9.98163986206055,11.1358299255371,11.1731658935547,8,64,0,22,22.5,48,47.5
13.345771007954552,-17.728162022455955,14.9305017471313,15.1612762451172,16.5666999816895,17.3050205230713,16.625,16.625,0,8.2,0,13,15,37.5,36.5
13.160593076120275,48.19126236536796,17.9706653594971,18.7671646118164,21.5750007629395,22.7617000579834,26.7791690826416,26.7791690826416,12,38.8,1,35.5,37,-4.5,-7
93.8725874983992,-1.0057685385784285,3.14377784729004,9.38966579437256,0.358332991600037,14.5950000762939,15.0924997329712,17.2657775878906,0,6,0,68,75,40.5,36.5
197.5090040483108,111.90855271765292,16.70133147756864,17.243849965717807,18.411526265429675,19.405655481103896,29.3402805328369,29.3402805328369,0,0,1,168.5,168.5,7.5,7.5
12.895597742557612,-60.69118763915509,9.74100036621094,9.9086669921875,9.30000019073486,9.94000034332275,12.1244401931763,12.404888343811,16,68,0,7.5,8,48.5,47.5
105.93313161978745,86.43961173977806,24.9895015716553,25.3081676483154,24.8458499908447,25.5491703033447,28.6122255325317,28.7086694717407,10,18,1,109,109,15,14.5
82.45932565974356,3.4766362244341464,8.914111328125,9.51677837371826,11.8999996185303,16.6433406829834,11.6916704177856,11.6916704177856,0,0.199999999999999,0,64.5,65.5,36.5,35
-44.52906336222011,60.95921073299011,24.9742782592773,25.1477256774902,23.7667007446289,23.8533401489258,29.184440612793,29.2133361816406,77,78.6,0,11,11.5,1.5,1
45.317405539770874,-0.6988526823092989,9.03330535888672,9.64566688537598,17.4624996185303,18.6116394042969,16.1752796173096,16.1752796173096,0,0.200000000000003,0,36.5,40,35,33
40.62770146166365,-25.208163968265527,9.63972234725952,9.87694454193115,9.6749997138977,10.0166997909546,11.9813899993896,12.4794449806213,5,19.5,0,27.5,30,48,45.5
9.268380676505151,55.92033373802226,19.8694412231445,21.5368335723877,22.1708507537842,23.8167003631592,26.749719619751,26.7791690826416,28,40.4,1,35,38,-10,-11.5
125.48247304656998,54.55153126346911,20.6493049621582,21.5079147338867,22.9458503723145,24.2491706848145,25.8905601501465,25.8905601501465,40.5,64.1,1,104.5,105,21.5,21.5
-24.469929629571237,62.62283466851069,13.771333026886,15.0416681289673,18.3957996368408,20.9750093460083,15.765830039978,18.9483053207397,0,0,0,13.5,16,-20,-25
116.24765530404056,64.36695528506738,25.530891418457,25.5862236022949,26.75,26.8100006103516,28.9155597686768,28.9155597686768,19,67,1,102,102.5,16,15.5
107.80247082915308,85.72361001543591,26.2333297729492,26.2333297729492,25.9416999816895,25.9416999816895,28.5591697692871,28.5591697692871,20,20,1,109.5,109.5,13,13
-158.96322500756654,19.05579213810564,10.4983341217041,10.8922220230103,10.8667001724243,11.2849800109863,12.0919399261475,12.7022199630737,58,74.8,0,-73,-71,-38,-39.5
-142.78324912792368,-52.267982829895764,17.2486095428467,17.2486095428467,17.8500003814697,17.8500003814697,29.1669406890869,29.1669406890869,68,68,1,-83.5,-83.5,9.5,9.5
-46.31156060524415,1.0815827801856004,25.25,26.0488891601562,25.8999996185303,26.625,28.5088901519775,28.5088901519775,31,47,1,-12.5,-10.5,9.5,8.5
93.79834881696411,85.34788837414787,27.3252792358398,27.3252792358398,27.7917003631592,27.7917003631592,28.9594402313232,28.9594402313232,8,8,1,101,101,14.5,14.5
-106.46736611059639,-61.40705076758737,24.7755603790283,24.7755603790283,25.3582992553711,25.3582992553711,27.1766700744629,27.1766700744629,23,23,1,-73,-73,19.5,19.5
36.195560017446276,-62.79852761525915,8.92255573272705,8.95288906097412,7,7.1,9.69555568695068,9.74555568695068,38,57.2,0,18.5,19,57.5,57
38.92996196184764,-50.989506061063324,8.76388931274414,8.81266679763794,6.7333300113678,6.82249908447266,9.35000038146973,9.38388919830322,28,48.9,0,22,23.5,54,53.5
-137.52043266691445,-97.42572065926082,10.3327208518982,11.0367751121521,17.3291997909546,18.6766796112061,24.2827796936035,25.3308296203613,1,22,0,-103.5,-101,24.5,21
-116.50786240339443,20.998419556467532,17.4416694641113,18.1055603027344,19.1916999816895,20.2250003814697,20.6433296203613,21.500560760498,17,40,0,-57,-50,-27.5,-33.5
-151.5679695967577,-153.1782429221845,5.96772232055664,7.18883333206177,0.658333003520966,4.65167007446289,9.2852783203125,10.4683303833008,52,76,0,-138,-114.5,59.5,48.5
46.066692453543254,-23.457719235540743,9.4755558013916,9.82988891601562,8.52500009536743,8.89167003631592,11.4040250778198,11.6583299636841,5.5,12.2,0,31,33,47.5,46.5
-127.21368554716443,-19.698067783293386,24.5747203826904,24.9080600738525,26.1499996185303,26.6417007446289,30.000280380249,30.6669406890869,82,85,1,-58,-57,5.5,1.5
36.469928542142846,-33.76469837694391,9.02883338928223,9.05016708374023,7.58333015441895,7.61666603088379,10.5505599975586,10.5505599975586,15,16.6,0,23,24,50.5,50.5
51.15324200868056,-23.71749355623436,9.18958377838135,9.2741665840149,8.73333501815796,9.06666469573975,11.1916704177856,11.5333299636841,2,17,0,33.5,37,48.5,47.5
98.03182872031412,29.632816644794275,11.091304397583,11.4308082580566,10.9083497524261,13.9700096130371,24.1605548858643,24.5684745788574,20,35.3,0,84,85,28.5,28
-35.842650716058586,-21.544922011704536,14.3548898696899,15.3412242889404,26.5,28.001700592041,19.6005592346191,21.6563892364502,0,0,0,-16,-14,21,19
-131.10474717549278,-63.26078017120183,22.0088901519775,22.0088901519775,24.7833003997803,24.7833003997803,29.1749992370605,29.1749992370605,36,36,1,-87.5,-87.5,13.5,13.5
12.591246343084366,-42.8210082635682,9.01055526733398,9.01055526733398,8.18332958221436,8.18332958221436,13.1072196960449,13.1072196960449,28,28,0,9,9,47,47
-147.38105563976956,-74.63877163893967,20.7489135742188,23.7341396331787,25.0458498001099,26.9541397094727,27.7244491577148,27.7244491577148,33,57.2,0,-101.5,-98,18.5,16.5
22.767470667600104,29.990405610743,15.3864421844482,17.2061702728272,20.4832992553711,25.2033401489258,27.7158298492432,28.4609424591064,17,41,1,35.5,38.5,11.5,10
117.84020566277047,31.996539378348007,13.9597196578979,13.9597196578979,14.3332996368408,14.3332996368408,25.9108295440674,25.9108295440674,57,57,0,92,92,27,27
-3.243203827037925,61.94664655561479,16.5671676635742,17.5412242889404,20.11669921875,22.2083595275879,23.2250003814697,23.7823314666748,14,21.8,0,28,31,-20,-22.5
5.839616962526701,41.01245804882887,18.6169490814209,18.6169490814209,20.625,20.625,25.4247207641602,25.4247207641602,25,25,0,30,30,-4.5,-4.5
-8.347058689643669,-44.70052674052911,9.30138874053955,9.84166717529297,10.9167003631592,12.4666996002197,13.9858303070068,14.8005599975586,11,39,0,-6.5,-2,42.5,40
141.36886043478827,7.589422432704366,6.86544485092163,7.20158343315124,7.23749995231628,8.32083282470703,12.8584699630737,16.1611396789551,0,1.9,0,105,107.5,39,35.5
125.37785817107182,37.42457219772579,19.890082359314,21.4278888702393,19.2166500091553,21.7949899673462,26.1761093139648,26.6588897705078,66,71,1,93.5,94.5,25,24
-4.9978901643008875,19.496973843390506,20.828108215332,21.0201126098633,26.2166996002197,26.5700004577637,25.7561092376709,25.8303333282471,19,28.8,0,16,17,8.5,7.5
126.19217687021259,44.30110841788292,15.6365016937256,16.4698356628418,15.0749998092651,17.1933204650879,22.3136100769043,24.276448059082,16,43.2,0,104,109.5,28.5,24.5
-15.323363511714863,-37.53255368449839,12.6889471054077,12.7626092910767,16.3291997909546,16.4408193588257,15.3497200012207,15.3497200012207,19,22.4,0,-8,-7,38.5,38
44.562593576579474,-47.032823140927434,9.0149447441101,9.02455587387085,7.37083506584167,7.7241669178009,10.0991697311401,10.4733295440674,12.5,58.8,0,25.5,27.5,51.5,50
8.288466080262308,-19.036204226503454,14.8149995803833,14.8149995803833,18.0333003997803,18.0333003997803,16.625,16.625,2,2,0,10.5,10.5,36.5,36.5
33.58358415203522,2.2459793272710584,17.5083293914795,17.5083293914795,20.11669921875,20.11669921875,17.5083293914795,17.5083293914795,0,0,0,32,32,31,31
-19.593106257095553,23.686465169800055,20.326778793335,20.9224460601807,22.9958000183105,24.0782999038696,29.2768096923828,29.3330593109131,38.5,47.3,1,10.5,11,6.5,6
-23.962502563212908,68.62853258130966,7.87388954162598,9.02255592346191,19.11669921875,20.3483005523682,15.6752796173096,15.9789443969727,0,0.199999999999999,0,16,17.5,-24.5,-26
-21.943414991443124,61.870322382784785,9.65088930130005,9.81288938522339,20.441650390625,20.5349700927734,17.7238903045654,18.0116664886475,1,1,0,16,16.5,-21.5,-21.5
-0.8356606423766646,68.8380369849862,21.7003913879395,22.0110542297363,23.25,23.5199996948242,24.1944408416748,24.6141700744629,18,39.2,1,32,34.5,-22,-25.5
2.319426599944165,16.034919467670885,18.667586517334,19.4321090698242,27.6374998092651,28.543320274353,22.0919494628906,23.0830528259277,7,16.3,0,18,19.5,12.5,10
-123.00274758502147,0.4495876391478506,22.1298881530762,22.8513917922974,25.3375005722046,25.6674903869629,26.761944770813,27.024169921875,42,63.6,1,-59.5,-58,-20,-22.5
-139.20563203578448,-61.515382295497304,22.0357202529907,22.6267202377319,21.8833494186401,22.5966695785522,29.1749992370605,29.1749992370605,45.5,68.3,1,-88,-88,15,14.5
-140.022030199133,-82.13125865761053,11.9418292045593,13.8686922073364,14.7874999046326,20.0616802215576,27.7244491577148,27.7244491577148,21.5,43.3,0,-100,-98.5,19.5,18.5
100.8038130228558,39.084704500303076,21.059804725647,21.281414604187,23.3500003814697,24.0166400909424,25.97194480896,26.113724899292,47,47,0,85,85.5,27,27
-92.9405872203413,4.039856338971525,21.4037494659424,24.4744443893433,24.2083501815796,25.4791498184204,26.1711101531982,26.9225006103516,20,48,1,-46,-37.5,-9,-18.5
-46.88654867176973,3.551526962396298,19.9077213287354,19.924613571167,24.00830078125,24.0150207519531,28.9313907623291,28.9313907623291,33,59.4,1,-9.5,-9,8.5,8
47.05720417348895,7.384747643226453,8.25438919067383,8.61122245788574,22.5417003631592,24.0299999237061,14.5833301544189,16.0263900756836,0,0,0,38.5,45.5,31.5,27.5
-13.883385203728693,-64.14614507261668,10.9258298873901,11.9005603790283,11.6667003631592,13.2833003997803,13.9858303070068,13.9858303070068,41,68,0,-8.5,-7,43,42
-111.43720395551716,-75.84762386477951,25.0523355484009,25.1218915939331,24.7125005722046,24.7758604049683,27.1766700744629,27.1766700744629,11.5,11.9,1,-80.5,-80,22,22
49.8241033351674,-70.06308168486598,7.3735553741455,7.59855556488037,3.59999990463257,4.00832986831665,8.72472190856934,8.84194469451904,43,67.6,0,23.5,26,62,60.5
-134.0777666657352,-62.801354174215525,22.9911098480225,22.9911098480225,24.6000003814697,24.6000003814697,29.1669406890869,29.1669406890869,41,41,1,-88.5,-88.5,13.5,13.5
-149.55060392890593,-112.60353442945923,12.6349417686462,14.0609736442566,18.3291501998901,21.375799369812,17.3672199249268,19.7024993896484,0,18.4,0,-116.5,-113,32,28
-127.00308666913614,20.65500851779328,16.9348360061645,17.8370594024658,19.3333501815796,20.5300003051758,19.7761096954346,21.4157527923584,9,42.7,0,-62.5,-59,-28.5,-34.5
-138.88988518810282,-54.11820987583749,28.7076103210449,29.0138305664062,26.9750003814697,27.1950000762939,29.1669406890869,29.1733875274658,34,71.6,1,-85.5,-85,10.5,10
38.66652796390679,29.036212173111362,16.4980574607849,17.8047253608704,19.1666507720947,21.4399707794189,30.2226400375366,30.2983045578003,0.5,0.9,0,43.5,44,16,16
46.840801813835036,-1.7972526574268313,10.5469446182251,10.6123600006104,18.3041496276855,18.6583499908447,16.1752796173096,16.1752796173096,0,1.5,0,38.5,39.5,36,35.5
39.88567309994297,14.74070933439644,8.3914722442627,9.82280540466309,25.2416505813599,26.6174892425537,22.2344455718994,23.6477794647217,0,0,1,37.5,42,27,22.5
-112.63321672109257,-25.38356621684687,24.0116691589355,24.0116691589355,26.4582996368408,26.4582996368408,30.4252796173096,30.4252796173096,73,73,1,-54.5,-54.5,5.5,5.5
-3.439583797224962,12.605640672455682,16.595276260376,17.0705814361572,27.8916501998901,28.2008094787598,23.163890838623,24.9172191619873,1,5,1,12,14.5,13,10
-30.298967404171314,-16.316125435676607,11.0672782897949,11.2980001449585,28.875,29.3241706848145,19.1480598449707,20.5433345794678,0,0,0,-12,-8,19,17
-7.2929474155813345,-58.5224647400868,11.0310018539429,11.2203336715698,11.9750003814697,12.6016399383545,13.8369398117065,13.8369398117065,49,51.4,0,-3,-2,43,43
34.05154745794354,50.937741661264376,27.5635578155518,27.8765003204346,27.7250003814697,27.9217002868652,28.392219543457,28.392219543457,0,0,1,46,48,5.5,3.5
115.641164815349,70.44974041671601,23.1708932876587,23.4906713485718,23.3291492462158,23.95246925354,28.800835609436,28.8552797317505,29.5,37.9,1,107.5,108,16,16
140.9344557523111,-9.329809170466712,3.70388872623444,4.27930550575256,-5.52083516120911,-2.24500008821487,6.08500003814697,6.79111099243164,4,46.6,0,98,103,51.5,48.5
-18.660497560329578,17.731217927394532,26.2910564422607,26.832498550415,26.4832992553711,26.7433002471924,29.3330593109131,29.3330593109131,19,25.6,1,7,8.5,6.5,6
-10.981771482161438,2.1781219669095524,14.4333343505859,15.4975004196167,29.125,29.3549797058105,21.0249996185303,23.4428882598877,0,0,0,4.5,6.5,18,13.5
99.99014587503412,89.45039569794737,27.7120819091797,27.8029136657715,27.5458498001099,27.5491693496704,28.9155597686768,28.9155597686768,11,15.8,1,106,106.5,10.5,10.5
38.32164215395966,10.294803861710953,9.57994441986084,12.1682222366333,22.2667007446289,25.2466598510742,17.5083293914795,22.1572208404541,0,0,0,35,40,28.5,24.5
-21.664832135516573,20.291621651479318,28.1313901901245,28.2763902664185,26.3374996185303,26.3674999237061,29.3330593109131,29.3330593109131,26,33.2,1,7.5,7.5,5.5,5
16.506040307714837,-25.778641120985586,11.5402761459351,11.7118322372437,13.6000003814697,13.8750198364258,16.1911106109619,16.1911106109619,18,23.6,0,14.5,16,41,40
182.33070017511994,20.513555129223825,6.23294496536255,6.56733360290527,-0.383333195000887,2.16916798353195,12.2322196960449,12.4205598831177,70.5,74.6,0,127.5,129,41.5,40.5
42.80288773987196,-4.9638949873655225,11.1033878326416,12.5230518341064,17.2000007629395,17.6532997131348,16.1752796173096,16.1752796173096,0,25.4,0,36.5,38.5,35.5,35
51.23152548194858,-45.906658687108916,8.9671109199524,9.00336103439331,7.82083511352539,8.00917019844055,10.7041702270508,11.0611927986145,15.5,63.5,0,30,32,51,49
3.6040067078578604,-17.25291214830406,12.8503305435181,12.9739965438843,21,21.0199996948242,16.1623601913452,16.532472038269,0,0,0,8,8.5,33.5,33.5
-3.4774065465785418,-10.353465643885556,8.513028049469,9.05105543136597,24.3541507720947,26.6625007629395,10.9927797317505,13.1878909111023,0,0,0,1,12,29,19
-43.2501177478546,7.0508117626983084,22.6116094589233,22.8501634597778,24.5707998275757,24.8408002853394,29.0588893890381,29.0588893890381,40,45.6,1,-7.5,-7,7.5,7.5
13.001302940518524,-74.20525770876715,9.83500003814697,9.98305606842041,9.35000038146973,9.57499980926514,11.4505596160889,12.1244401931763,51,74,0,5.5,7.5,49,48
18.195725168952432,73.90105810473581,18.7707490921021,19.7191104888916,19.0291500091553,21.0550302505493,25.7036094665527,25.7499704360962,13.5,50.3,0,46,48,-18,-20.5
131.20001263764584,162.61661564607923,11.0273593902588,11.2668622970581,14.058349609375,16.353299331665,12.7825002670288,14.1566696166992,11,70.9,0,141.5,149.5,-34.5,-38.5
52.01793108453542,13.77400808796968,12.4674404144287,12.7246122360229,24.7749996185303,25.2866806030273,19.8488903045654,20.4705562591553,0,0,0,47,48,29.5,29
-136.23182470733383,-17.698173214440068,11.4560272216797,16.7167765617371,11.7583498954773,18.695029258728,28.5874996185303,29.0747203826904,4.5,42.9,1,-78,-77,-8.5,-10.5
135.5160655244869,51.34649382624378,20.0692783355713,20.3299457550049,21.0499992370605,21.4433601379395,25.1511096954346,25.2668857574463,59,70.2,1,106,107,22.5,22.5
-132.86114384308183,-9.669051925514012,26.0023874282837,26.6870859146118,26.3333501815796,26.757470703125,29.0912504196167,30.0038312911987,39.5,84.9,1,-67,-62,-11,-16.5
-119.42068472145137,35.85559480985062,15.5981698989868,15.6532217025757,16.7999992370605,17.1650196075439,18.3180599212646,18.3180599212646,2,15.4,0,-54,-53.5,-33.5,-34.5
105.19574357560771,111.20221388792766,28.500111579895,29.2694738388062,25.7875003814697,26.8783203125,29.8813896179199,29.8824996948242,42.5,84,1,106,108.5,-6.5,-8
-127.99452483231242,-65.11762236493516,27.1665580749512,27.2792259216309,26.0499992370605,26.1366401672363,29.1749992370605,29.1749992370605,0,43.2,1,-85.5,-85,11.5,11
-124.12613593254572,34.07707599817316,14.9523589134216,15.0004128456116,17.1500005722046,17.2366407394409,17.5756950378418,17.5820274353027,11,11.8,0,-57.5,-57,-34.5,-34.5
-140.32037864069136,-46.41467090201259,28.3736095428467,28.3736095428467,25.9083003997803,25.9083003997803,29.725830078125,29.725830078125,68,68,1,-79.5,-79.5,9,9
-7.472683431879965,67.79221441069257,10.0633901596069,10.0953901290894,9.89999961853027,9.96666374206543,12.7044401168823,12.7044401168823,78,80.4,0,22,22.5,45,44.5
53.8066583844796,-64.0862330009568,6.83844413757324,6.93916730880737,2.80833005905151,3.04999804496765,8.14722347259521,8.2591667175293,44,50.8,0,26.5,28.5,63.5,62.5
62.91227126606263,3.7957209982972144,2.33280525207519,2.59963912963867,11.4124999046326,12.3350096702576,20.3856954574585,20.9225006103516,0,1.4,0,50.5,51.5,32,31
-27.56073406974607,2.9952030722051686,19.9476940155029,20.0616382598877,27.7417001724243,27.8216997146606,27.31569480896,27.6238033294678,15,17.4,1,-3,-3,11,10.5
12.347351326361755,-47.74805904464413,10.2266702651978,10.2266702651978,9.03332996368408,9.03332996368408,11.0672197341919,11.0672197341919,4,4,0,6,6,52.5,52.5
-17.489745137854094,64.60249720534566,14.9006948471069,15.772500038147,21.1374998092651,21.6541996002197,19.2727794647217,19.2727794647217,1,1,0,19,21,-20.5,-24
-16.595099960455673,8.626705718851488,19.9115533828735,20.4582473754883,28.2875003814697,28.640860748291,28.7918100357056,29.1022800445557,5.5,18.8,1,4,6,12.5,10.5
19.572852739694753,70.46452013686891,24.5422191619873,25.1841697692871,24.3083000183105,25.8582992553711,26.2000007629395,26.8491706848145,16,39,0,44.5,49.5,-14.5,-19.5
73.46810193510012,35.41442750141257,19.3062465667725,20.4438320159912,26.404200553894,26.9832992553711,24.7933292388916,24.7933292388916,0,1,1,67.5,71,28,24
123.29093638738571,53.510581976650464,22.9036102294922,23.9247207641602,23.5,25.2250003814697,28.1977806091309,28.8663902282715,47,77,1,98.5,99.5,19.5,17.5
29.177795114123384,-77.62523713509381,9.08669481277466,9.13019437789917,6.97917008399963,7.220831823349,9.8827781677246,9.8827781677246,55,68.6,0,12.5,13.5,57,56.5
-29.309375260499046,-39.710769548340075,13.3166704177856,13.3166704177856,15.3667001724243,15.3667001724243,16.9088897705078,16.9088897705078,0,0,0,-16.5,-16.5,32.5,32.5
-154.40130029794315,-27.338836469026425,25.4172775268555,25.6251667022705,25.4582996368408,25.8266593933105,29.3066692352295,29.7508327484131,81,85.8,1,-77.5,-76,-1.5,-2.5
-145.66518753238338,-12.533747461377775,30.266499710083,30.5394416809082,26.4416999816895,26.9200199127197,30.7158298492432,31.1341705322266,83,88,0,-73,-56.5,1.5,-10
115.96917038424024,-4.966834376348073,6.75144462585449,7.48822240829468,7.13332986831665,12.0800201416016,8.93444442749023,9.64977836608884,0,2,0,74,96.5,48.5,34.5
13.775831736200114,38.96731986213705,18.9389991760254,19.0860038757324,23.4249992370605,23.9566993713379,24.3016700744629,25.5944976806641,16,43,0,33.5,35,2,0.5
9.770470326627834,-48.02145514240941,10.960280418396,11.1413898468018,9.48332977294922,12.1499996185303,13.5980596542358,13.857780456543,25,51,0,7.5,9,46,44
3.5546798918925377,-24.748767515775107,9.15955610275268,9.27411165237427,14.1708498001099,14.6075296401978,15.1786098480225,15.4694980621338,1,1.8,0,6,6.5,36,36
34.63796747856989,-33.34433355634411,9.09469442367554,9.14841661453247,7.95833492279053,8.15166683197021,10.7587504386902,10.7593024253845,1,1.8,0,20,20.5,50,50
39.38451855008872,-0.18257348724256703,12.5274137496948,12.8663576126099,17.216700553894,18.1767004013062,17.5083293914795,17.5083293914795,4.5,7.3,0,36,36,33,32.5
33.036503640084554,-69.69805810508579,9.38655586242676,9.40255584716797,8.51667022705078,8.5983323097229,10.0758304595947,10.2451948165894,55.5,64.1,0,16.5,17.5,52.5,52
-118.59913817024808,-81.22949772183631,21.5694976806641,22.5551380157471,22.0416994094849,23.9616996765137,24.3266696929932,26.3183307647705,30,69,0,-87,-80,30.5,25
-15.460800808698064,-86.89610778280432,6.7975001335144,6.7975001335144,3.40832996368408,3.40832996368408,8.26388931274414,8.26388931274414,22.70145875251509,35.21498993963784,0,-21.5,-21.5,64,64
-124.30041871828892,-19.331003530253145,24.0588291168213,25.14133644104,25.6916999816895,26.0233406066895,30.4252796173096,30.4252796173096,80,86.4,1,-57.5,-54,5,2
30.694309695679024,-29.491211648264162,10.8733898162842,11.0518918991089,10.6667003631592,11.4633003234863,12.7044401168823,12.7269397735596,10,39.2,0,23,24,43.5,43
-15.602106920590181,-40.490930215743425,12.3502798080444,12.3502798080444,16.125,16.125,15.3497200012207,15.3497200012207,27,27,0,-7.5,-7.5,39,39
128.9842245964543,35.26135223671034,21.7759441375732,22.1562755584717,18.4750003814697,21.6783405303955,25.374719619751,25.7242805480957,68,74.2,1,94,95.5,26.5,25.5
36.32245767763315,-34.9836918973777,9.12658433914185,9.13108358383179,7.70416498184204,7.76083002090454,10.2620849609375,10.3532769203186,7,14.7,0,22,22.5,52,51.5
4.320461147231745,-19.647740256050362,10.8641141891479,12.1543302536011,16.8917007446289,20.4682998657227,16.5311107635498,16.625,0,0,0,7.5,8.5,35.5,34
43.03456605950351,-67.79050705505925,10.0805543899536,10.5117780685425,7.40832996368408,10.3133001327515,12.1661100387573,12.3149436950684,62,74,0,23,24,45,44.5
32.997262081910165,-80.45997801396372,9.39266710281372,9.3970004081726,8.58333015441895,8.6741683959961,9.8752784729004,9.8752784729004,68.5,69.7,0,15,16,53,52.5
