x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax
104.79075382201185,53.87900970065939,24.6018056869507,25.0005550384521,26.0166997909546,26.4416494369507,28.6480598449707,28.6480598449707,50,90.5,1,-58.5,-57.5,5.5,4.5
175.01203934658088,-45.026796663826545,17.2197212219238,18.0424999237061,20.9500007629395,21.8633205413818,21.702220916748,24.143278503418,1,6.4,0,-114.5,-109.5,27.5,23
11.894641744424733,-42.92701273601432,10.5288316726685,10.5924997329712,9.84167003631592,9.90500221252441,11.5086097717285,11.5737241744995,3,36.2,0,2,4,50.5,50
-26.90070019554768,-40.70661244871714,14.6826433181763,14.7329214096069,21.4166994094849,21.576699256897,17.5083293914795,17.5083293914795,0,0,0,30.5,31,29,29
140.86494525906832,6.750419722489678,13.7174408912659,14.1437522888184,14.3541502952576,15.1524698257446,18.0268049240112,18.8906980514526,42.5,76.1,0,-89.5,-82,36,35
-129.94097403762933,66.87291866336993,22.1040565490723,22.5906127929687,21.7667007446289,22.6333404541016,28.8688907623291,28.8688907623291,75,79.8,1,108,108.5,14.5,14
-26.087598135750927,-2.29202587139613,20.0969171524048,20.3807500839233,21.5416498184204,22.0149997711182,24.3016700744629,24.6257814407349,0,18.4,0,31.5,33,-0.5,-1
-106.64384893010657,21.942223260651605,6.03444385528564,6.03444385528564,4.56666994094849,4.56666994094849,25.9486103057861,25.9486103057861,55,55,0,90,90,27.5,27.5
2.5806427756831285,-37.05393371231832,14.1258296966553,14.1258296966553,17.625,17.625,16.625,16.625,12,12,0,10,10,36.5,36.5
-128.74939775720196,7.65699106161116,28.2446681976318,28.4093364715576,26.9125003814697,27.3158603668213,28.9155597686768,28.9155597686768,14,22.8,1,104.5,105,12,12
-47.87125470158797,-41.283769283547244,12.1987478256226,12.3429159164429,23.7749996185303,23.9799997329712,15.8822202682495,15.8822202682495,0.5,1,0,45,46,32,31.5
133.3712174262523,7.59697943630823,23.7630027770996,23.966886138916,25.2332992553711,25.4667003631592,28.1561107635498,28.5097263336182,20,32.6,1,-80.5,-79.5,0,-1.5
-2.563312608616098,16.442797767489697,20.2972503662109,20.3557502746582,26.5458498001099,26.5825296401978,24.53444480896,24.6811122894287,30.5,38.9,0,16,16.5,8.5,8.5
-87.56329300404946,-30.050701387974584,16.0352764129639,16.9320575714111,25.5916996002197,26.2166996002197,21.5811100006104,24.7933292388916,1,2,1,70,78,29.5,23
-22.64342364702721,-1.0554893574506066,16.6733303070068,16.6733303070068,19.1749992370605,19.1749992370605,25.6177806854248,25.6177806854248,11,11,0,30,30,-2.5,-2.5
118.25393111876768,8.865444847795423,10.3018869400024,11.5443067550659,13.0166501998901,17.3174694061279,14.3400001525879,15.2997198104858,1,14.9,0,-70,-66.5,-32.5,-37.5
-13.984791773076683,-20.5968573245851,10.0365562438965,10.0553321838379,9.875,9.98163986206055,11.1358299255371,11.1731658935547,8,64,0,22,22.5,48,47.5
-3.6185660273958047,-45.09875805861125,14.9305017471313,15.1612762451172,16.5666999816895,17.3050205230713,16.625,16.625,0,8.2,0,13,15,37.5,36.5
-30.256407247241807,20.152336599066246,17.9706653594971,18.7671646118164,21.5750007629395,22.7617000579834,26.7791690826416,26.7791690826416,12,38.8,1,35.5,37,-4.5,-7
-84.85370681113592,-46.19643171774263,3.14377784729004,9.38966579437256,0.358332991600037,14.5950000762939,15.0924997329712,17.2657775878906,0,6,0,68,75,40.5,36.5
-219.4879252633234,-6.940939176536039,16.70133147756864,17.243849965717807,18.411526265429675,19.405655481103896,29.3402805328369,29.3402805328369,0,0,1,168.5,168.5,7.5,7.5
6.85066182201903,-15.772091299651771,9.74100036621094,9.9086669921875,9.30000019073486,9.94000034332275,12.1244401931763,12.404888343811,16,68,0,7.5,8,48.5,47.5
-135.23696884687234,-0.15870080866816066,24.9895015716553,25.3081676483154,24.8458499908447,25.5491703033447,28.6122255325317,28.7086694717407,10,18,1,109,109,15,14.5
-75.71997236956369,-46.98992850779641,8.914111328125,9.51677837371826,11.8999996185303,16.6433406829834,11.6916704177856,11.6916704177856,0,0.199999999999999,0,64.5,65.5,36.5,35
7.905361370467462,69.63710387336825,24.9742782592773,25.1477256774902,23.7667007446289,23.8533401489258,29.184440612793,29.2133361816406,77,78.6,0,11,11.5,1.5,1
-37.83734187908332,-46.29247549654236,9.03330535888672,9.64566688537598,17.4624996185303,18.6116394042969,16.1752796173096,16.1752796173096,0,0.200000000000003,0,36.5,40,35,33
-24.63182699719474,-46.36951391147987,9.63972234725952,9.87694454193115,9.6749997138977,10.0166997909546,11.9813899993896,12.4794449806213,5,19.5,0,27.5,30,48,45.5
-29.645528163668658,33.79335270821694,19.8694412231445,21.5368335723877,22.1708507537842,23.8167003631592,26.749719619751,26.7791690826416,28,40.4,1,35,38,-10,-11.5
-127.23382906388052,33.72443660637701,20.6493049621582,21.5079147338867,22.9458503723145,24.2491706848145,25.8905601501465,25.8905601501465,40.5,64.1,1,104.5,105,21.5,21.5
-0.32376499344512977,-0.3387613043089601,13.771333026886,15.0416681289673,18.3957996368408,20.9750093460083,15.765830039978,18.9483053207397,0,0,0,13.5,16,-20,-25
-123.88214626452701,31.77928345765007,25.530891418457,25.5862236022949,26.75,26.8100006103516,28.9155597686768,28.9155597686768,19,67,1,102,102.5,16,15.5
-135.4158614082733,7.784151774824092,26.2333297729492,26.2333297729492,25.9416999816895,25.9416999816895,28.5591697692871,28.5591697692871,20,20,1,109.5,109.5,13,13
127.68191185721317,73.04924107877005,10.4983341217041,10.8922220230103,10.8667001724243,11.2849800109863,12.0919399261475,12.7022199630737,58,74.8,0,-73,-71,-38,-39.5
140.2962517523375,40.18182973821819,17.2486095428467,17.2486095428467,17.8500003814697,17.8500003814697,29.1669406890869,29.1669406890869,68,68,1,-83.5,-83.5,9.5,9.5
36.82790397778769,20.547153216393177,25.25,26.0488891601562,25.8999996185303,26.625,28.5088901519775,28.5088901519775,31,47,1,-12.5,-10.5,9.5,8.5
-124.33927614792346,-6.426388927165789,27.3252792358398,27.3252792358398,27.7917003631592,27.7917003631592,28.9594402313232,28.9594402313232,8,8,1,101,101,14.5,14.5
121.69798649929005,-12.553945419940195,24.7755603790283,24.7755603790283,25.3582992553711,25.3582992553711,27.1766700744629,27.1766700744629,23,23,1,-73,-73,19.5,19.5
-9.017106711156533,-19.13061439606204,8.92255573272705,8.95288906097412,7,7.1,9.69555568695068,9.74555568695068,38,57.2,0,18.5,19,57.5,57
-14.990168000294402,-25.79172856969536,8.76388931274414,8.81266679763794,6.7333300113678,6.82249908447266,9.35000038146973,9.38388919830322,28,48.9,0,22,23.5,54,53.5
161.99604257742553,-34.841246495615856,10.3327208518982,11.0367751121521,17.3291997909546,18.6766796112061,24.2827796936035,25.3308296203613,1,22,0,-103.5,-101,24.5,21
98.4589200266535,33.07914693755421,17.4416694641113,18.1055603027344,19.1916999816895,20.2250003814697,20.6433296203613,21.500560760498,17,40,0,-57,-50,-27.5,-33.5
196.9109585443336,-13.939951780394983,5.96772232055664,7.18883333206177,0.658333003520966,4.65167007446289,9.2852783203125,10.4683303833008,52,76,0,-138,-114.5,59.5,48.5
-29.46240965505184,-50.677377869581605,9.4755558013916,9.82988891601562,8.52500009536743,8.89167003631592,11.4040250778198,11.6583299636841,5.5,12.2,0,31,33,47.5,46.5
105.08570005435081,68.09836137006253,24.5747203826904,24.9080600738525,26.1499996185303,26.6417007446289,30.000280380249,30.6669406890869,82,85,1,-58,-57,5.5,1.5
-17.289090801715204,-47.732401876057025,9.02883338928223,9.05016708374023,7.58333015441895,7.61666603088379,10.5505599975586,10.5505599975586,15,16.6,0,23,24,50.5,50.5
-34.07841314747256,-50.23028656477947,9.18958377838135,9.2741665840149,8.73333501815796,9.06666469573975,11.1916704177856,11.5333299636841,2,17,0,33.5,37,48.5,47.5
-100.77950007008454,-5.480786608531291,11.091304397583,11.4308082580566,10.9083497524261,13.9700096130371,24.1605548858643,24.5684745788574,20,35.3,0,84,85,28.5,28
38.337830912321714,-35.810003503856684,14.3548898696899,15.3412242889404,26.5,28.001700592041,19.6005592346191,21.6563892364502,0,0,0,-16,-14,21,19
143.49129487647775,4.641772799871854,22.0088901519775,22.0088901519775,24.7833003997803,24.7833003997803,29.1749992370605,29.1749992370605,36,36,1,-87.5,-87.5,13.5,13.5
4.247808561932871,-32.49173597303442,9.01055526733398,9.01055526733398,8.18332958221436,8.18332958221436,13.1072196960449,13.1072196960449,28,28,0,9,9,47,47
161.0618755172204,10.969053335750694,20.7489135742188,23.7341396331787,25.0458498001099,26.9541397094727,27.7244491577148,27.7244491577148,33,57.2,0,-101.5,-98,18.5,16.5
-32.342522673045025,10.312142124396338,15.3864421844482,17.2061702728272,20.4832992553711,25.2033401489258,27.7158298492432,28.4609424591064,17,41,1,35.5,38.5,11.5,10
-109.33259677338633,28.464200209926144,13.9597196578979,13.9597196578979,14.3332996368408,14.3332996368408,25.9108295440674,25.9108295440674,57,57,0,92,92,27,27
-20.031539619225125,22.018612607936298,16.5671676635742,17.5412242889404,20.11669921875,22.2083595275879,23.2250003814697,23.7823314666748,14,21.8,0,28,31,-20,-22.5
-21.572958264309122,16.31828233310322,18.6169490814209,18.6169490814209,20.625,20.625,25.4247207641602,25.4247207641602,25,25,0,30,30,-4.5,-4.5
23.194459248876953,-29.88409996172416,9.30138874053955,9.84166717529297,10.9167003631592,12.4666996002197,13.9858303070068,14.8005599975586,11,39,0,-6.5,-2,42.5,40
-133.93432780692504,-44.37521683330169,6.86544485092163,7.20158343315124,7.23749995231628,8.32083282470703,12.8584699630737,16.1611396789551,0,1.9,0,105,107.5,39,35.5
-111.22350498890363,46.21375420251263,19.890082359314,21.4278888702393,19.2166500091553,21.7949899673462,26.1761093139648,26.6588897705078,66,71,1,93.5,94.5,25,24
-3.584939609502238,5.752173669929886,20.828108215332,21.0201126098633,26.2166996002197,26.5700004577637,25.7561092376709,25.8303333282471,19,28.8,0,16,17,8.5,7.5
-131.91262719251486,2.3138404338150136,15.6365016937256,16.4698356628418,15.0749998092651,17.1933204650879,22.3136100769043,24.276448059082,16,43.2,0,104,109.5,28.5,24.5
27.706454258915638,-31.560490600063567,12.6889471054077,12.7626092910767,16.3291997909546,16.4408193588257,15.3497200012207,15.3497200012207,19,22.4,0,-8,-7,38.5,38
-20.22843426353662,-24.39157373782138,9.0149447441101,9.02455587387085,7.37083506584167,7.7241669178009,10.0991697311401,10.4733295440674,12.5,58.8,0,25.5,27.5,51.5,50
1.2127000591278017,-47.49199161134932,14.8149995803833,14.8149995803833,18.0333003997803,18.0333003997803,16.625,16.625,2,2,0,10.5,10.5,36.5,36.5
-28.826397355010172,-41.796788467723,17.5083293914795,17.5083293914795,20.11669921875,20.11669921875,17.5083293914795,17.5083293914795,0,0,0,32,32,31,31
5.933824897383502,27.237504204189225,20.326778793335,20.9224460601807,22.9958000183105,24.0782999038696,29.2768096923828,29.3330593109131,38.5,47.3,1,10.5,11,6.5,6
-2.918225584974815,0.40138129843891324,7.87388954162598,9.02255592346191,19.11669921875,20.3483005523682,15.6752796173096,15.9789443969727,0,0.199999999999999,0,16,17.5,-24.5,-26
-2.4452926936072696,-0.8192046988188899,9.65088930130005,9.81288938522339,20.441650390625,20.5349700927734,17.7238903045654,18.0116664886475,1,1,0,16,16.5,-21.5,-21.5
-24.436398181491025,38.3562838250369,21.7003913879395,22.0110542297363,23.25,23.5199996948242,24.1944408416748,24.6141700744629,18,39.2,1,32,34.5,-22,-25.5
-7.8265425863594515,-10.796166544207752,18.667586517334,19.4321090698242,27.6374998092651,28.543320274353,22.0919494628906,23.0830528259277,7,16.3,0,18,19.5,12.5,10
106.73740422959305,54.67316342593775,22.1298881530762,22.8513917922974,25.3375005722046,25.6674903869629,26.761944770813,27.024169921875,42,63.6,1,-59.5,-58,-20,-22.5
145.48241023147315,26.640862056357903,22.0357202529907,22.6267202377319,21.8833494186401,22.5966695785522,29.1749992370605,29.1749992370605,45.5,68.3,1,-88,-88,15,14.5
159.43936610870503,-7.858813059584958,11.9418292045593,13.8686922073364,14.7874999046326,20.0616802215576,27.7244491577148,27.7244491577148,21.5,43.3,0,-100,-98.5,19.5,18.5
-100.50529120513826,20.64571181196474,21.059804725647,21.281414604187,23.3500003814697,24.0166400909424,25.97194480896,26.113724899292,47,47,0,85,85.5,27,27
80.95344514422574,30.123870284946676,21.4037494659424,24.4744443893433,24.2083501815796,25.4791498184204,26.1711101531982,26.9225006103516,20,48,1,-46,-37.5,-9,-18.5
34.2058139990882,27.853136162926393,19.9077213287354,19.924613571167,24.00830078125,24.0150207519531,28.9313907623291,28.9313907623291,33,59.4,1,-9.5,-9,8.5,8
-42.784707837810544,-41.81909397696442,8.25438919067383,8.61122245788574,22.5417003631592,24.0299999237061,14.5833301544189,16.0263900756836,0,0,0,38.5,45.5,31.5,27.5
29.96647375426951,0.8847959842604338,10.9258298873901,11.9005603790283,11.6667003631592,13.2833003997803,13.9858303070068,13.9858303070068,41,68,0,-8.5,-7,43,42
130.98545969442296,-27.451034653479482,25.0523355484009,25.1218915939331,24.7125005722046,24.7758604049683,27.1766700744629,27.1766700744629,11.5,11.9,1,-80.5,-80,22,22
-17.272330179997635,-14.538273145244709,7.3735553741455,7.59855556488037,3.59999990463257,4.00832986831665,8.72472190856934,8.84194469451904,43,67.6,0,23.5,26,62,60.5
145.22913229221012,10.118508139307028,22.9911098480225,22.9911098480225,24.6000003814697,24.6000003814697,29.1669406890869,29.1669406890869,41,41,1,-88.5,-88.5,13.5,13.5
178.88084293556489,-45.10209137573985,12.6349417686462,14.0609736442566,18.3291501998901,21.375799369812,17.3672199249268,19.7024993896484,0,18.4,0,-116.5,-113,32,28
108.58021868920001,30.702231657203722,16.9348360061645,17.8370594024658,19.3333501815796,20.5300003051758,19.7761096954346,21.4157527923584,9,42.7,0,-62.5,-59,-28.5,-34.5
141.65566648957193,29.39209017324656,28.7076103210449,29.0138305664062,26.9750003814697,27.1950000762939,29.1669406890869,29.1733875274658,34,71.6,1,-85.5,-85,10.5,10
-44.13571111817649,-24.543113672949787,16.4980574607849,17.8047253608704,19.1666507720947,21.4399707794189,30.2226400375366,30.2983045578003,0.5,0.9,0,43.5,44,16,16
-38.99891791234516,-46.50380689798242,10.5469446182251,10.6123600006104,18.3041496276855,18.6583499908447,16.1752796173096,16.1752796173096,0,1.5,0,38.5,39.5,36,35.5
-39.22195543932654,-35.59814408933772,8.3914722442627,9.82280540466309,25.2416505813599,26.6174892425537,22.2344455718994,23.6477794647217,0,0,1,37.5,42,27,22.5
100.00335731617723,55.18724025552673,24.0116691589355,24.0116691589355,26.4582996368408,26.4582996368408,30.4252796173096,30.4252796173096,73,73,1,-54.5,-54.5,5.5,5.5
-0.6444956011431096,-21.253431140898993,16.595276260376,17.0705814361572,27.8916501998901,28.2008094787598,23.163890838623,24.9172191619873,1,5,1,12,14.5,13,10
31.44846813349083,-34.4457651218855,11.0672782897949,11.2980001449585,28.875,29.3241706848145,19.1480598449707,20.5433345794678,0,0,0,-12,-8,19,17
22.237108758904125,-4.90351201076915,11.0310018539429,11.2203336715698,11.9750003814697,12.6016399383545,13.8369398117065,13.8369398117065,49,51.4,0,-3,-2,43,43
-47.92104999224368,-11.980943737259595,27.5635578155518,27.8765003204346,27.7250003814697,27.9217002868652,28.392219543457,28.392219543457,0,0,1,46,48,5.5,3.5
-132.26160065270633,19.152241206649595,23.1708932876587,23.4906713485718,23.3291492462158,23.95246925354,28.800835609436,28.8552797317505,29.5,37.9,1,107.5,108,16,16
-125.2068388815778,-32.31687800139337,3.70388872623444,4.27930550575256,-5.52083516120911,-2.24500008821487,6.08500003814697,6.79111099243164,4,46.6,0,98,103,51.5,48.5
8.78507422067723,6.785227529067442,26.2910564422607,26.832498550415,26.4832992553711,26.7433002471924,29.3330593109131,29.3330593109131,19,25.6,1,7,8.5,6.5,6
9.756168799728366,-29.56532331169854,14.4333343505859,15.4975004196167,29.125,29.3549797058105,21.0249996185303,23.4428882598877,0,0,0,4.5,6.5,18,13.5
-131.07788357934817,3.4258255517879044,27.7120819091797,27.8029136657715,27.5458498001099,27.5491693496704,28.9155597686768,28.9155597686768,11,15.8,1,106,106.5,10.5,10.5
-36.196613194253935,-37.9869210786377,9.57994441986084,12.1682222366333,22.2667007446289,25.2466598510742,17.5083293914795,22.1572208404541,0,0,0,35,40,28.5,24.5
9.689465407915252,15.809188170263562,28.1313901901245,28.2763902664185,26.3374996185303,26.3674999237061,29.3330593109131,29.3330593109131,26,33.2,1,7.5,7.5,5.5,5
-4.538969055136187,-31.597753154963865,11.5402761459351,11.7118322372437,13.6000003814697,13.8750198364258,16.1911106109619,16.1911106109619,18,23.6,0,14.5,16,41,40
-160.53073646132555,29.612111290497516,6.23294496536255,6.56733360290527,-0.383333195000887,2.16916798353195,12.2322196960449,12.4205598831177,70.5,74.6,0,127.5,129,41.5,40.5
-36.05554736702253,-32.21746488655635,11.1033878326416,12.5230518341064,17.2000007629395,17.6532997131348,16.1752796173096,16.1752796173096,0,25.4,0,36.5,38.5,35.5,35
-26.26130090459388,-18.930644799382694,8.9671109199524,9.00336103439331,7.82083511352539,8.00917019844055,10.7041702270508,11.0611927986145,15.5,63.5,0,30,32,51,49
4.488314134881818,-47.36835947024264,12.8503305435181,12.9739965438843,21,21.0199996948242,16.1623601913452,16.532472038269,0,0,0,8,8.5,33.5,33.5
7.710743249057188,-40.969939562569145,8.513028049469,9.05105543136597,24.3541507720947,26.6625007629395,10.9927797317505,13.1878909111023,0,0,0,1,12,29,19
31.209799155690437,24.917402161619215,22.6116094589233,22.8501634597778,24.5707998275757,24.8408002853394,29.0588893890381,29.0588893890381,40,45.6,1,-7.5,-7,7.5,7.5
9.929219451379184,4.243956589550198,9.83500003814697,9.98305606842041,9.35000038146973,9.57499980926514,11.4505596160889,12.1244401931763,51,74,0,5.5,7.5,49,48
-43.94529210599642,39.26509854738854,18.7707490921021,19.7191104888916,19.0291500091553,21.0550302505493,25.7036094665527,25.7499704360962,13.5,50.3,0,46,48,-18,-20.5
-180.95126685868,67.71483759297453,11.0273593902588,11.2668622970581,14.058349609375,16.353299331665,12.7825002670288,14.1566696166992,11,70.9,0,141.5,149.5,-34.5,-38.5
-50.533258292492874,-38.534852283596386,12.4674404144287,12.7246122360229,24.7749996185303,25.2866806030273,19.8488903045654,20.4705562591553,0,0,0,47,48,29.5,29
130.40387940097665,9.232743306962686,11.4560272216797,16.7167765617371,11.7583498954773,18.695029258728,28.5874996185303,29.0747203826904,4.5,42.9,1,-78,-77,-8.5,-10.5
-128.96411699321146,44.879763264363234,20.0692783355713,20.3299457550049,21.0499992370605,21.4433601379395,25.1511096954346,25.2668857574463,59,70.2,1,106,107,22.5,22.5
114.8922120932417,60.90536405061252,26.0023874282837,26.6870859146118,26.3333501815796,26.757470703125,29.0912504196167,30.0038312911987,39.5,84.9,1,-67,-62,-11,-16.5
97.75962392932684,12.565299822016467,15.5981698989868,15.6532217025757,16.7999992370605,17.1650196075439,18.3180599212646,18.3180599212646,2,15.4,0,-54,-53.5,-33.5,-34.5
-127.81341746343391,73.56773868303969,28.500111579895,29.2694738388062,25.7875003814697,26.8783203125,29.8813896179199,29.8824996948242,42.5,84,1,106,108.5,-6.5,-8
139.52501209659687,-5.2477441415479005,27.1665580749512,27.2792259216309,26.0499992370605,26.1366401672363,29.1749992370605,29.1749992370605,0,43.2,1,-85.5,-85,11.5,11
102.91150758677772,14.664612676533087,14.9523589134216,15.0004128456116,17.1500005722046,17.2366407394409,17.5756950378418,17.5820274353027,11,11.8,0,-57.5,-57,-34.5,-34.5
134.64984120821993,45.36210560971977,28.3736095428467,28.3736095428467,25.9083003997803,25.9083003997803,29.725830078125,29.725830078125,68,68,1,-79.5,-79.5,9,9
-10.893896993624764,26.172604990926988,10.0633901596069,10.0953901290894,9.89999961853027,9.96666374206543,12.7044401168823,12.7044401168823,78,80.4,0,22,22.5,45,44.5
-21.808854677879065,-25.454910498877528,6.83844413757324,6.93916730880737,2.80833005905151,3.04999804496765,8.14722347259521,8.2591667175293,44,50.8,0,26.5,28.5,63.5,62.5
-55.54598329767734,-44.07690281504525,2.33280525207519,2.59963912963867,11.4124999046326,12.3350096702576,20.3856954574585,20.9225006103516,0,1.4,0,50.5,51.5,32,31
23.203743337234865,-6.521368377115622,19.9476940155029,20.0616382598877,27.7417001724243,27.8216997146606,27.31569480896,27.6238033294678,15,17.4,1,-3,-3,11,10.5
6.455506171141682,-63.092205519812715,10.2266702651978,10.2266702651978,9.03332996368408,9.03332996368408,11.0672197341919,11.0672197341919,4,4,0,6,6,52.5,52.5
-7.683301834306438,2.0463559146176857,14.9006948471069,15.772500038147,21.1374998092651,21.6541996002197,19.2727794647217,19.2727794647217,1,1,0,19,21,-20.5,-24
11.60335704418677,-9.702298641000459,19.9115533828735,20.4582473754883,28.2875003814697,28.640860748291,28.7918100357056,29.1022800445557,5.5,18.8,1,4,6,12.5,10.5
-44.424170853276095,34.57388043911185,24.5422191619873,25.1841697692871,24.3083000183105,25.8582992553711,26.2000007629395,26.8491706848145,16,39,0,44.5,49.5,-14.5,-19.5
-80.92512432553004,-29.97669508915416,19.3062465667725,20.4438320159912,26.404200553894,26.9832992553711,24.7933292388916,24.7933292388916,0,1,1,67.5,71,28,24
-118.24539244843974,47.7032229471319,22.9036102294922,23.9247207641602,23.5,25.2250003814697,28.1977806091309,28.8663902282715,47,77,1,98.5,99.5,19.5,17.5
0.07058098487093611,-4.195588228637918,9.08669481277466,9.13019437789917,6.97917008399963,7.220831823349,9.8827781677246,9.8827781677246,55,68.6,0,12.5,13.5,57,56.5
39.484861768992516,-49.72480755938916,13.3166704177856,13.3166704177856,15.3667001724243,15.3667001724243,16.9088897705078,16.9088897705078,0,0,0,-16.5,-16.5,32.5,32.5
132.65283024451804,70.60886002692455,25.4172775268555,25.6251667022705,25.4582996368408,25.8266593933105,29.3066692352295,29.7508327484131,81,85.8,1,-77.5,-76,-1.5,-2.5
116.06501794331191,77.53697220365424,30.266499710083,30.5394416809082,26.4416999816895,26.9200199127197,30.7158298492432,31.1341705322266,83,88,0,-73,-56.5,1.5,-10
-104.61646376522583,-50.798784074289706,6.75144462585449,7.48822240829468,7.13332986831665,12.0800201416016,8.93444442749023,9.64977836608884,0,2,0,74,96.5,48.5,34.5
-27.720761174911196,18.605841737920844,18.9389991760254,19.0860038757324,23.4249992370605,23.9566993713379,24.3016700744629,25.5944976806641,16,43,0,33.5,35,2,0.5
6.118466475137022,-17.86065314608313,10.960280418396,11.1413898468018,9.48332977294922,12.1499996185303,13.5980596542358,13.857780456543,25,51,0,7.5,9,46,44
7.224837938670507,-50.47426776045183,9.15955610275268,9.27411165237427,14.1708498001099,14.6075296401978,15.1786098480225,15.4694980621338,1,1.8,0,6,6.5,36,36
-13.617453379677963,-62.963795045332624,9.09469442367554,9.14841661453247,7.95833492279053,8.15166683197021,10.7587504386902,10.7593024253845,1,1.8,0,20,20.5,50,50
-34.19600378443024,-38.033791731802594,12.5274137496948,12.8663576126099,17.216700553894,18.1767004013062,17.5083293914795,17.5083293914795,4.5,7.3,0,36,36,33,32.5
-5.3562431940236,-2.077641124417772,9.38655586242676,9.40255584716797,8.51667022705078,8.5983323097229,10.0758304595947,10.2451948165894,55.5,64.1,0,16.5,17.5,52.5,52
137.63937912480273,8.285294616032994,21.5694976806641,22.5551380157471,22.0416994094849,23.9616996765137,24.3266696929932,26.3183307647705,30,69,0,-87,-80,30.5,25
46.0070772381793,-50.39245701241459,6.7975001335144,6.7975001335144,3.40832996368408,3.40832996368408,8.26388931274414,8.26388931274414,22.70145875251509,35.21498993963784,0,-21.5,-21.5,64,64
102.60332759166118,67.97208555176087,24.0588291168213,25.14133644104,25.6916999816895,26.0233406066895,30.4252796173096,30.4252796173096,80,86.4,1,-57.5,-54,5,2
-16.14764421583482,-29.420554367835557,10.8733898162842,11.0518918991089,10.6667003631592,11.4633003234863,12.7044401168823,12.7269397735596,10,39.2,0,23,24,43.5,43
28.063289173260888,-25.70802938780849,12.3502798080444,12.3502798080444,16.125,16.125,15.3497200012207,15.3497200012207,27,27,0,-7.5,-7.5,39,39
-112.23220132979321,47.92493958077357,21.7759441375732,22.1562755584717,18.4750003814697,21.6783405303955,25.374719619751,25.7242805480957,68,74.2,1,94,95.5,26.5,25.5
-15.951768898496896,-53.92239892876082,9.12658433914185,9.13108358383179,7.70416498184204,7.76083002090454,10.2620849609375,10.3532769203186,7,14.7,0,22,22.5,52,51.5
4.756626051363524,-49.14737500089552,10.8641141891479,12.1543302536011,16.8917007446289,20.4682998657227,16.5311107635498,16.625,0,0,0,7.5,8.5,35.5,34
-13.39488884679933,14.4460569846435,10.0805543899536,10.5117780685425,7.40832996368408,10.3133001327515,12.1661100387573,12.3149436950684,62,74,0,23,24,45,44.5
